CHR,START,END,ENTREZ,r01_100kb_count,r03_100kb_count,r05_100kb_count,all_SNPs_100kb,r01_10kb_count,r03_10kb_count,r05_10kb_count,all_SNPs_10kb,GENE_SIZE,ratio_r01_100kb,ratio_r03_100kb,ratio_r05_100kb,ratio_allSNPs_100kb,ratio_r01_10kb,ratio_r03_10kb,ratio_r05_10kb,ratio_all_SNPs_10kb
chr10,81910645,81965328,311,27,65,107,1262,6,17,27,355,54683,0.01%,0.03%,0.04%,0.50%,0.01%,0.02%,0.04%,0.48%
chr14,105235686,105262088,207,24,49,73,986,5,9,17,145,26402,0.01%,0.02%,0.03%,0.44%,0.01%,0.02%,0.04%,0.31%
chr11,134144139,134189458,112937,26,66,97,834,3,19,24,215,45319,0.01%,0.03%,0.04%,0.34%,0.00%,0.03%,0.04%,0.33%
chr12,53038342,53045948,3849,22,56,85,1057,8,15,21,114,7606,0.01%,0.03%,0.04%,0.51%,0.03%,0.05%,0.08%,0.41%
chr12,10758612,10766222,55110,22,51,85,743,1,3,6,67,7610,0.01%,0.02%,0.04%,0.36%,0.00%,0.01%,0.02%,0.24%
chr22,50497820,50524331,23209,24,74,136,1187,8,20,37,301,26511,0.01%,0.03%,0.06%,0.52%,0.02%,0.04%,0.08%,0.65%
chr3,195941093,196014828,5130,29,86,143,1045,9,23,36,319,73735,0.01%,0.03%,0.05%,0.38%,0.01%,0.02%,0.04%,0.34%
chr7,77428122,77586818,57157,38,81,114,1266,12,24,32,471,158696,0.01%,0.02%,0.03%,0.35%,0.01%,0.01%,0.02%,0.26%
chr16,616995,634136,9091,23,62,85,918,4,11,14,176,17141,0.01%,0.03%,0.04%,0.42%,0.01%,0.03%,0.04%,0.47%
chr12,861759,1020618,65125,38,84,132,1210,18,36,55,525,158859,0.01%,0.02%,0.04%,0.34%,0.01%,0.02%,0.03%,0.29%
chr4,109571740,109588976,58505,23,42,55,686,3,6,7,103,17236,0.01%,0.02%,0.03%,0.32%,0.01%,0.02%,0.02%,0.28%
chr11,790475,798316,79751,22,59,93,757,3,4,6,96,7841,0.01%,0.03%,0.04%,0.36%,0.01%,0.01%,0.02%,0.34%
chr5,123972608,124084500,57507,33,71,118,1193,10,27,43,493,111892,0.01%,0.02%,0.04%,0.38%,0.01%,0.02%,0.03%,0.37%
chr16,3162561,3170518,7755,22,39,62,810,2,3,3,62,7957,0.01%,0.02%,0.03%,0.39%,0.01%,0.01%,0.01%,0.22%
chr16,577717,604636,6650,24,61,82,916,10,31,44,209,26919,0.01%,0.03%,0.04%,0.40%,0.02%,0.07%,0.09%,0.45%
chr19,2252251,2269758,126306,23,58,84,997,2,10,13,176,17507,0.01%,0.03%,0.04%,0.46%,0.01%,0.03%,0.03%,0.47%
chr1,213003483,213020991,149643,23,67,98,1226,3,9,14,232,17508,0.01%,0.03%,0.05%,0.56%,0.01%,0.02%,0.04%,0.62%
chr12,92813870,92821924,574016,22,62,87,816,7,10,12,116,8054,0.01%,0.03%,0.04%,0.39%,0.02%,0.04%,0.04%,0.41%
chr16,810762,818865,10232,22,63,98,1221,4,15,20,231,8103,0.01%,0.03%,0.05%,0.59%,0.01%,0.05%,0.07%,0.82%
chr18,77623668,77660184,26251,25,69,104,918,8,20,24,244,36516,0.01%,0.03%,0.04%,0.39%,0.01%,0.04%,0.04%,0.43%
chr1,212738676,212794119,467,27,69,114,1017,10,22,43,302,55443,0.01%,0.03%,0.04%,0.40%,0.01%,0.03%,0.06%,0.40%
chr13,111530887,111567416,55608,25,78,118,959,2,12,20,198,36529,0.01%,0.03%,0.05%,0.41%,0.00%,0.02%,0.04%,0.35%
chr1,9294834,9331396,9563,25,78,137,1059,5,12,25,248,36562,0.01%,0.03%,0.06%,0.45%,0.01%,0.02%,0.04%,0.44%
chr11,4701401,4719084,81285,23,54,106,1260,5,12,28,196,17683,0.01%,0.02%,0.05%,0.58%,0.01%,0.03%,0.07%,0.52%
chr1,12806163,12823847,93190,23,49,77,1345,2,6,8,154,17684,0.01%,0.02%,0.04%,0.62%,0.01%,0.02%,0.02%,0.41%
chr12,13043716,13070871,9052,24,57,91,978,6,13,17,186,27155,0.01%,0.03%,0.04%,0.43%,0.01%,0.03%,0.04%,0.39%
chr5,95860971,96115299,831,48,125,197,1966,29,75,109,1154,254328,0.01%,0.03%,0.04%,0.43%,0.01%,0.03%,0.04%,0.42%
chr19,14843205,14889353,30817,26,65,112,1206,15,28,48,424,46148,0.01%,0.03%,0.05%,0.49%,0.02%,0.04%,0.07%,0.64%
chr1,53662101,53679869,1376,23,56,97,838,2,4,5,88,17768,0.01%,0.03%,0.04%,0.38%,0.01%,0.01%,0.01%,0.23%
chr13,111365083,111373421,3621,22,50,74,894,1,3,3,99,8338,0.01%,0.02%,0.04%,0.43%,0.00%,0.01%,0.01%,0.35%
chr9,37438111,37465396,9925,24,59,93,879,0,6,11,101,27285,0.01%,0.03%,0.04%,0.39%,0.00%,0.01%,0.02%,0.21%
chr10,7745232,7791483,3698,26,65,120,1258,5,17,34,359,46251,0.01%,0.03%,0.05%,0.51%,0.01%,0.03%,0.05%,0.54%
chr21,19641433,19858197,5651,44,113,167,1653,28,74,112,940,216764,0.01%,0.03%,0.04%,0.40%,0.01%,0.03%,0.05%,0.40%
chr5,150400124,150408554,2878,22,53,87,910,3,4,11,101,8430,0.01%,0.03%,0.04%,0.44%,0.01%,0.01%,0.04%,0.36%
chr8,101928753,101965616,7534,25,54,72,837,3,10,14,173,36863,0.01%,0.02%,0.03%,0.35%,0.01%,0.02%,0.02%,0.30%
chr2,242127924,242164792,50636,25,55,85,998,9,22,28,279,36868,0.01%,0.02%,0.04%,0.42%,0.02%,0.04%,0.05%,0.49%
chr6,52226219,52272575,85315,26,69,115,1014,7,24,42,285,46356,0.01%,0.03%,0.05%,0.41%,0.01%,0.04%,0.06%,0.43%
chr15,34376218,34394149,56851,23,38,52,766,1,2,3,97,17931,0.01%,0.02%,0.02%,0.35%,0.00%,0.01%,0.01%,0.26%
chr19,4174106,4182601,51548,22,61,88,958,2,4,6,100,8495,0.01%,0.03%,0.04%,0.46%,0.01%,0.01%,0.02%,0.35%
chr19,6494330,6502859,10382,22,73,116,895,4,11,20,85,8529,0.01%,0.04%,0.06%,0.43%,0.01%,0.04%,0.07%,0.30%
chr17,31297394,31324895,124912,24,65,94,785,15,29,41,249,27501,0.01%,0.03%,0.04%,0.35%,0.03%,0.06%,0.09%,0.52%
chr1,11866207,11903201,1185,25,64,95,1159,5,12,18,320,36994,0.01%,0.03%,0.04%,0.49%,0.01%,0.02%,0.03%,0.56%
chr19,57862675,57871266,57343,22,58,93,818,2,8,13,118,8591,0.01%,0.03%,0.04%,0.39%,0.01%,0.03%,0.05%,0.41%
chr22,50432942,50451088,400935,23,61,110,921,2,6,17,168,18146,0.01%,0.03%,0.05%,0.42%,0.01%,0.02%,0.04%,0.44%
chr4,9772777,10056560,56606,51,109,175,2846,27,53,86,1562,283783,0.01%,0.02%,0.04%,0.59%,0.01%,0.02%,0.03%,0.51%
chr12,12268959,12419946,4040,37,103,180,1536,8,20,34,494,150987,0.01%,0.03%,0.05%,0.44%,0.00%,0.01%,0.02%,0.29%
chr1,179334855,179523870,126859,41,117,188,2104,30,86,132,1344,189015,0.01%,0.03%,0.05%,0.54%,0.01%,0.04%,0.06%,0.64%
chr22,19833661,19842419,79680,22,59,90,851,3,6,7,93,8758,0.01%,0.03%,0.04%,0.41%,0.01%,0.02%,0.02%,0.32%
chr1,116184574,116240845,81839,27,52,76,1074,10,23,33,286,56271,0.01%,0.02%,0.03%,0.42%,0.01%,0.03%,0.04%,0.37%
chr17,76967320,76976191,3959,22,43,68,962,4,7,12,123,8871,0.01%,0.02%,0.03%,0.46%,0.01%,0.02%,0.04%,0.43%
chr16,12070594,12668146,92017,84,213,332,4847,60,151,231,3538,597552,0.01%,0.03%,0.04%,0.61%,0.01%,0.02%,0.04%,0.57%
chr20,42219571,42275936,51098,27,54,78,885,5,13,16,275,56365,0.01%,0.02%,0.03%,0.35%,0.01%,0.02%,0.02%,0.36%
chr14,78227173,78236085,283579,22,52,91,1023,1,4,8,117,8912,0.01%,0.02%,0.04%,0.49%,0.00%,0.01%,0.03%,0.40%
chr19,48988528,49016446,114783,24,59,76,927,3,4,6,121,27918,0.01%,0.03%,0.03%,0.41%,0.01%,0.01%,0.01%,0.25%
chr12,113536624,113574044,8437,25,40,59,870,7,8,13,258,37420,0.01%,0.02%,0.02%,0.37%,0.01%,0.01%,0.02%,0.45%
chr14,74077649,74086592,641372,22,47,77,725,2,5,6,125,8943,0.01%,0.02%,0.04%,0.35%,0.01%,0.02%,0.02%,0.43%
chr19,51815102,51833608,402665,23,49,70,854,2,6,13,134,18506,0.01%,0.02%,0.03%,0.39%,0.01%,0.02%,0.03%,0.35%
chr16,699311,717833,197335,23,58,85,965,1,7,8,141,18522,0.01%,0.03%,0.04%,0.44%,0.00%,0.02%,0.02%,0.37%
chr5,710475,767067,653082,27,76,125,1264,9,24,45,384,56592,0.01%,0.03%,0.05%,0.49%,0.01%,0.03%,0.06%,0.50%
chr19,35810164,35838258,933,24,76,131,991,5,26,40,201,28094,0.01%,0.03%,0.06%,0.43%,0.01%,0.05%,0.08%,0.42%
chr17,5344232,5372380,56919,24,59,89,1144,1,2,9,169,28148,0.01%,0.03%,0.04%,0.50%,0.00%,0.00%,0.02%,0.35%
chr19,14491313,14519537,976,24,74,111,923,8,23,32,147,28224,0.01%,0.03%,0.05%,0.40%,0.02%,0.05%,0.07%,0.30%
chr8,74903587,74941322,23643,25,47,73,880,6,8,13,202,37735,0.01%,0.02%,0.03%,0.37%,0.01%,0.01%,0.02%,0.35%
chr1,11796141,11814859,57085,23,61,93,1001,8,16,22,148,18718,0.01%,0.03%,0.04%,0.46%,0.02%,0.04%,0.06%,0.38%
chr4,22346694,22517677,166647,39,69,104,1726,13,30,51,825,170983,0.01%,0.02%,0.03%,0.47%,0.01%,0.02%,0.03%,0.43%
chr22,37196728,37215523,5816,23,62,89,836,5,18,26,169,18795,0.01%,0.03%,0.04%,0.38%,0.01%,0.05%,0.07%,0.44%
chr22,26995242,27014052,1414,23,61,108,953,1,3,8,133,18810,0.01%,0.03%,0.05%,0.44%,0.00%,0.01%,0.02%,0.34%
chr19,43568363,43587197,5670,23,72,122,1358,3,14,26,300,18834,0.01%,0.03%,0.06%,0.62%,0.01%,0.04%,0.07%,0.77%
chr16,81348557,81424489,8139,29,76,119,1532,10,22,31,574,75932,0.01%,0.03%,0.04%,0.56%,0.01%,0.02%,0.03%,0.60%
chr6,4049668,4087578,222826,25,60,94,880,3,7,18,206,37910,0.01%,0.03%,0.04%,0.37%,0.01%,0.01%,0.03%,0.36%
chr21,42733870,42781317,4600,26,64,96,1058,6,17,28,229,47447,0.01%,0.03%,0.04%,0.43%,0.01%,0.03%,0.04%,0.34%
chr19,30017406,30055386,342865,25,56,97,1278,10,17,23,327,37980,0.01%,0.02%,0.04%,0.54%,0.02%,0.03%,0.04%,0.56%
chr8,41119481,41167016,6422,26,42,66,867,10,13,20,204,47535,0.01%,0.02%,0.03%,0.35%,0.01%,0.02%,0.03%,0.30%
chr20,44462449,44471914,90203,22,36,55,894,4,4,6,102,9465,0.01%,0.02%,0.03%,0.43%,0.01%,0.01%,0.02%,0.35%
chr14,101192042,101201539,8788,22,50,96,866,0,5,18,109,9497,0.01%,0.02%,0.05%,0.41%,0.00%,0.02%,0.06%,0.37%
chr8,22022249,22069839,649,26,62,97,958,14,30,44,267,47590,0.01%,0.03%,0.04%,0.39%,0.02%,0.04%,0.07%,0.40%
chr3,19988571,20026667,5868,25,74,130,967,6,14,32,242,38096,0.01%,0.03%,0.05%,0.41%,0.01%,0.02%,0.06%,0.42%
chr12,96051583,96184930,59277,35,102,174,1606,18,51,82,713,133347,0.01%,0.03%,0.05%,0.48%,0.01%,0.03%,0.05%,0.46%
chr16,57792129,57896957,3801,32,88,139,1294,11,24,41,513,104828,0.01%,0.03%,0.05%,0.42%,0.01%,0.02%,0.03%,0.41%
chr11,695428,705028,283232,22,60,101,863,4,11,24,130,9600,0.01%,0.03%,0.05%,0.41%,0.01%,0.04%,0.08%,0.44%
chr13,48611703,48621358,55270,22,48,74,1017,3,6,7,116,9655,0.01%,0.02%,0.04%,0.49%,0.01%,0.02%,0.02%,0.39%
chr19,17622438,17632097,25796,22,64,100,879,4,14,17,121,9659,0.01%,0.03%,0.05%,0.42%,0.01%,0.05%,0.06%,0.41%
chr16,89557325,89624176,6687,28,71,116,1081,10,17,25,360,66851,0.01%,0.03%,0.04%,0.41%,0.01%,0.02%,0.03%,0.41%
chr22,37576207,37595425,114904,23,70,109,944,2,9,17,167,19218,0.01%,0.03%,0.05%,0.43%,0.01%,0.02%,0.04%,0.43%
chr6,6588341,6655216,9450,28,86,118,1280,12,40,54,508,66875,0.01%,0.03%,0.04%,0.48%,0.01%,0.05%,0.06%,0.58%
chr22,17264302,17302589,150165,25,58,88,767,4,12,18,160,38287,0.01%,0.02%,0.04%,0.32%,0.01%,0.02%,0.03%,0.27%
chr4,8437867,8495258,152992,27,68,106,1519,4,10,9,397,57391,0.01%,0.03%,0.04%,0.59%,0.01%,0.01%,0.01%,0.51%
chr11,117771358,117800174,84000,24,68,100,944,7,17,25,225,28816,0.01%,0.03%,0.04%,0.41%,0.01%,0.03%,0.05%,0.46%
chr8,20002366,20040717,6570,25,75,117,1065,6,19,30,284,38351,0.01%,0.03%,0.05%,0.45%,0.01%,0.03%,0.05%,0.49%
chr15,22736246,22746002,440243,22,42,60,448,3,3,4,46,9756,0.01%,0.02%,0.03%,0.21%,0.01%,0.01%,0.01%,0.15%
chr15,22736246,22746002,283767,22,42,60,448,3,3,4,46,9756,0.01%,0.02%,0.03%,0.21%,0.01%,0.01%,0.01%,0.15%
chr4,37592422,37687998,768211,31,93,149,1532,11,34,56,525,95576,0.01%,0.03%,0.05%,0.52%,0.01%,0.03%,0.05%,0.45%
chr2,231191899,231268447,93349,29,60,110,1137,12,25,46,456,76548,0.01%,0.02%,0.04%,0.41%,0.01%,0.03%,0.05%,0.47%
chr22,42905974,42915808,27341,22,43,80,852,4,7,13,183,9834,0.01%,0.02%,0.04%,0.41%,0.01%,0.02%,0.04%,0.61%
chr16,11367144,11367452,58531,21,57,119,990,3,4,12,93,308,0.01%,0.03%,0.06%,0.49%,0.01%,0.02%,0.06%,0.46%
chr11,104864962,104893895,838,24,38,54,843,8,8,16,213,28933,0.01%,0.02%,0.02%,0.37%,0.02%,0.02%,0.03%,0.44%
chr14,71047974,71067384,10001,23,61,92,960,3,6,10,183,19410,0.01%,0.03%,0.04%,0.44%,0.01%,0.02%,0.03%,0.46%
chr9,130683158,130693076,138429,22,42,57,664,0,3,4,72,9918,0.01%,0.02%,0.03%,0.32%,0.00%,0.01%,0.01%,0.24%
chr2,239067623,239077541,151176,22,63,114,1008,4,9,15,136,9918,0.01%,0.03%,0.05%,0.48%,0.01%,0.03%,0.05%,0.45%
chr14,94749650,94759608,51156,22,50,87,810,2,9,14,98,9958,0.01%,0.02%,0.04%,0.39%,0.01%,0.03%,0.05%,0.33%
chr15,58245622,58790065,8854,78,192,284,3268,56,143,210,2551,544443,0.01%,0.03%,0.04%,0.44%,0.01%,0.03%,0.04%,0.45%
chr10,6469105,6622263,5588,37,108,180,1474,17,50,80,650,153158,0.01%,0.03%,0.05%,0.42%,0.01%,0.03%,0.05%,0.38%
chr7,938415,1015235,90639,29,88,159,1803,12,44,76,630,76820,0.01%,0.03%,0.06%,0.65%,0.01%,0.05%,0.08%,0.65%
chr7,149535456,149564568,643641,24,52,68,997,1,6,8,141,29112,0.01%,0.02%,0.03%,0.44%,0.00%,0.01%,0.02%,0.29%
chr16,80574631,80584657,83657,22,43,65,1102,4,3,6,146,10026,0.01%,0.02%,0.03%,0.52%,0.01%,0.01%,0.02%,0.49%
chr8,20103676,20161474,11178,27,61,93,1026,12,26,41,330,57798,0.01%,0.02%,0.04%,0.40%,0.02%,0.03%,0.05%,0.42%
chr12,18233803,18473041,79785,46,104,156,1784,33,77,108,1081,239238,0.01%,0.02%,0.04%,0.41%,0.01%,0.03%,0.04%,0.42%
chr20,60718822,60757540,26039,25,61,89,1007,9,16,24,328,38718,0.01%,0.03%,0.04%,0.42%,0.02%,0.03%,0.04%,0.56%
chr2,667335,677439,129787,22,58,111,1106,4,10,18,104,10104,0.01%,0.03%,0.05%,0.53%,0.01%,0.03%,0.06%,0.35%
chr19,3490819,3500938,83475,22,45,78,858,2,5,6,82,10119,0.01%,0.02%,0.04%,0.41%,0.01%,0.02%,0.02%,0.27%
chr10,29577990,29607257,84569,24,81,138,1107,10,27,43,320,29267,0.01%,0.04%,0.06%,0.48%,0.02%,0.05%,0.09%,0.65%
chr8,99076539,99105838,203111,24,72,112,884,10,22,34,171,29299,0.01%,0.03%,0.05%,0.39%,0.02%,0.04%,0.07%,0.35%
chr2,216861052,216947678,55825,30,76,112,1084,16,37,50,403,86626,0.01%,0.03%,0.04%,0.38%,0.02%,0.03%,0.05%,0.38%
chr7,22852251,22862470,54543,22,74,124,980,1,9,15,153,10219,0.01%,0.04%,0.06%,0.47%,0.00%,0.03%,0.05%,0.51%
chr20,56725960,56736206,128602,22,41,61,759,3,4,6,104,10246,0.01%,0.02%,0.03%,0.36%,0.01%,0.01%,0.02%,0.34%
chr11,12398732,12552348,55742,37,84,144,1524,19,48,78,658,153616,0.01%,0.02%,0.04%,0.43%,0.01%,0.03%,0.04%,0.38%
chr11,767220,777488,347862,22,60,95,769,0,5,6,102,10268,0.01%,0.03%,0.05%,0.37%,0.00%,0.02%,0.02%,0.34%
chr12,25261354,25348096,55259,30,71,126,1206,7,18,40,412,86742,0.01%,0.02%,0.04%,0.42%,0.01%,0.02%,0.04%,0.39%
chr2,228226872,228246711,79853,23,61,89,1053,3,17,23,220,19839,0.01%,0.03%,0.04%,0.48%,0.01%,0.04%,0.06%,0.55%
chr1,160187254,160254920,50717,28,62,84,735,7,9,9,152,67666,0.01%,0.02%,0.03%,0.27%,0.01%,0.01%,0.01%,0.17%
chr17,39333698,39334460,85291,21,52,65,1011,4,7,8,115,762,0.01%,0.03%,0.03%,0.50%,0.02%,0.03%,0.04%,0.55%
chr5,53751445,53752207,8988,21,63,103,1084,2,5,7,114,762,0.01%,0.03%,0.05%,0.54%,0.01%,0.02%,0.03%,0.55%
chr16,75262928,75301951,9564,25,59,95,1275,7,19,32,323,39023,0.01%,0.02%,0.04%,0.53%,0.01%,0.03%,0.05%,0.55%
chr2,71163012,71192536,525,24,55,95,1030,6,17,27,210,29524,0.01%,0.02%,0.04%,0.45%,0.01%,0.03%,0.05%,0.42%
chr22,22599087,22599927,7441,21,65,109,1173,1,5,13,171,840,0.01%,0.03%,0.05%,0.58%,0.00%,0.02%,0.06%,0.82%
chr16,11369496,11370337,5620,21,56,121,1012,3,4,12,101,841,0.01%,0.03%,0.06%,0.50%,0.01%,0.02%,0.06%,0.48%
chr20,36888551,36965907,671,29,63,90,1066,14,27,41,379,77356,0.01%,0.02%,0.03%,0.38%,0.01%,0.03%,0.04%,0.39%
chr22,39348746,39359188,200315,22,45,66,771,3,7,14,100,10442,0.01%,0.02%,0.03%,0.37%,0.01%,0.02%,0.05%,0.33%
chr11,60146003,60185161,84689,25,60,71,954,1,8,8,181,39158,0.01%,0.03%,0.03%,0.40%,0.00%,0.01%,0.01%,0.31%
chr11,71238313,71239210,440050,21,53,65,1044,4,7,6,84,897,0.01%,0.03%,0.03%,0.52%,0.02%,0.03%,0.03%,0.40%
chr9,71939488,72007371,9413,28,72,121,1193,8,19,32,372,67883,0.01%,0.03%,0.05%,0.45%,0.01%,0.02%,0.04%,0.42%
chr14,20502003,20502919,390433,21,47,71,1161,4,8,12,146,916,0.01%,0.02%,0.04%,0.58%,0.02%,0.04%,0.06%,0.70%
chr18,7231123,7232045,339291,21,40,56,844,1,2,2,63,922,0.01%,0.02%,0.03%,0.42%,0.00%,0.01%,0.01%,0.30%
chr11,55926870,55927793,219453,21,55,88,993,2,3,6,54,923,0.01%,0.03%,0.04%,0.49%,0.01%,0.01%,0.03%,0.26%
chr1,159796540,159807039,56833,22,52,73,780,3,8,9,113,10499,0.01%,0.02%,0.03%,0.37%,0.01%,0.03%,0.03%,0.37%
chr1,248185250,248186188,81466,21,35,48,841,0,1,4,67,938,0.01%,0.02%,0.02%,0.42%,0.00%,0.00%,0.02%,0.32%
chr17,2965963,2966901,8386,21,61,105,864,2,4,8,37,938,0.01%,0.03%,0.05%,0.43%,0.01%,0.02%,0.04%,0.18%
chr14,20528204,20529142,122742,21,48,73,1142,2,5,8,159,938,0.01%,0.02%,0.04%,0.57%,0.01%,0.02%,0.04%,0.76%
chr17,3194929,3195876,4994,21,49,76,1036,2,4,5,115,947,0.01%,0.02%,0.04%,0.52%,0.01%,0.02%,0.02%,0.55%
chr19,15052301,15053260,26658,21,74,127,1300,1,3,8,111,959,0.01%,0.04%,0.06%,0.65%,0.00%,0.01%,0.04%,0.53%
chr12,109991542,110011679,326625,23,63,100,943,2,10,16,185,20137,0.01%,0.03%,0.05%,0.43%,0.00%,0.02%,0.04%,0.46%
chr4,71235810,71255961,10879,23,58,104,1172,6,11,24,233,20151,0.01%,0.03%,0.05%,0.53%,0.01%,0.03%,0.06%,0.58%
chr2,241938255,242034983,25992,31,63,107,1304,8,21,38,419,96728,0.01%,0.02%,0.04%,0.44%,0.01%,0.02%,0.03%,0.36%
chr11,4935900,4936922,81282,21,53,84,856,3,12,15,99,1022,0.01%,0.03%,0.04%,0.43%,0.01%,0.06%,0.07%,0.47%
chr19,14627897,14676792,9524,26,74,115,1029,8,15,22,242,48895,0.01%,0.03%,0.05%,0.41%,0.01%,0.02%,0.03%,0.35%
chr13,25735822,25746426,219287,22,55,98,762,4,10,15,86,10604,0.01%,0.03%,0.05%,0.36%,0.01%,0.03%,0.05%,0.28%
chr18,5954705,6415236,91133,69,146,210,2252,41,87,120,1548,460531,0.01%,0.02%,0.03%,0.34%,0.01%,0.02%,0.02%,0.32%
chr17,78143791,78183130,79092,25,68,112,1260,6,17,30,263,39339,0.01%,0.03%,0.05%,0.53%,0.01%,0.03%,0.05%,0.44%
chr1,161284047,161332984,6391,26,57,100,1070,8,17,25,364,48937,0.01%,0.02%,0.04%,0.43%,0.01%,0.02%,0.04%,0.53%
chr1,158435272,158436344,391109,21,49,80,1075,1,4,6,88,1072,0.01%,0.02%,0.04%,0.53%,0.00%,0.02%,0.03%,0.42%
chr14,20710898,20711979,390442,21,68,102,1093,5,18,24,160,1081,0.01%,0.03%,0.05%,0.54%,0.02%,0.09%,0.11%,0.76%
chr2,160569000,160627538,64844,27,52,67,1083,11,18,24,339,58538,0.01%,0.02%,0.03%,0.42%,0.01%,0.02%,0.03%,0.43%
chr6,159455500,159466184,117289,22,41,57,1007,1,6,7,151,10684,0.01%,0.02%,0.03%,0.48%,0.00%,0.02%,0.02%,0.49%
chr1,248569296,248570405,26696,21,48,69,1106,2,6,7,135,1109,0.01%,0.02%,0.03%,0.55%,0.01%,0.03%,0.03%,0.64%
chr19,15917817,15918936,26539,21,64,105,1107,3,5,10,109,1119,0.01%,0.03%,0.05%,0.55%,0.01%,0.02%,0.05%,0.52%
chr20,24929866,24940564,8530,22,41,70,997,4,8,14,192,10698,0.01%,0.02%,0.03%,0.47%,0.01%,0.03%,0.05%,0.63%
chr14,77787227,77797940,2954,22,64,92,831,4,8,12,122,10713,0.01%,0.03%,0.04%,0.39%,0.01%,0.03%,0.04%,0.40%
chr15,40573645,40574787,100131244,21,62,89,620,0,3,4,59,1142,0.01%,0.03%,0.04%,0.31%,0.00%,0.01%,0.02%,0.28%
chr21,31691452,31692607,388818,21,43,61,1015,2,6,9,154,1155,0.01%,0.02%,0.03%,0.50%,0.01%,0.03%,0.04%,0.73%
chr14,70510934,70655787,6547,36,89,146,1526,18,50,80,762,144853,0.01%,0.03%,0.04%,0.44%,0.01%,0.03%,0.05%,0.46%
chr19,20188803,20237885,7643,26,45,59,1105,6,9,11,252,49082,0.01%,0.02%,0.02%,0.44%,0.01%,0.01%,0.02%,0.36%
chr7,75398851,75419214,10344,23,83,130,1129,5,18,32,238,20363,0.01%,0.04%,0.06%,0.51%,0.01%,0.04%,0.08%,0.59%
chr21,48055079,48085036,3275,24,58,89,753,4,11,20,197,29957,0.01%,0.03%,0.04%,0.33%,0.01%,0.02%,0.04%,0.39%
chr19,56219798,56249768,338321,24,78,136,1144,2,14,28,280,29970,0.01%,0.03%,0.06%,0.50%,0.00%,0.03%,0.06%,0.56%
chr19,43979106,44009087,653583,24,43,73,909,6,9,16,173,29981,0.01%,0.02%,0.03%,0.40%,0.01%,0.02%,0.03%,0.35%
chr2,241825465,241836306,79919,22,58,85,954,3,11,15,234,10841,0.01%,0.03%,0.04%,0.45%,0.01%,0.04%,0.05%,0.76%
chr1,180123969,180173165,5768,26,56,85,1047,10,18,28,373,49196,0.01%,0.02%,0.03%,0.42%,0.01%,0.03%,0.04%,0.54%
chr1,153122058,153123345,6706,21,43,57,772,1,0,0,64,1287,0.01%,0.02%,0.03%,0.38%,0.00%,0.00%,0.00%,0.30%
chr17,36046435,36105237,6928,27,74,106,847,13,36,58,266,58802,0.01%,0.03%,0.04%,0.33%,0.02%,0.05%,0.07%,0.34%
chr9,37510889,37588871,26267,29,70,102,1018,10,22,28,338,77982,0.01%,0.03%,0.04%,0.37%,0.01%,0.02%,0.03%,0.34%
chr7,47814250,47988088,168507,39,105,157,1656,21,58,81,788,173838,0.01%,0.03%,0.04%,0.44%,0.01%,0.03%,0.04%,0.41%
chr22,26138111,26427007,84700,51,116,162,1949,38,90,124,1410,288896,0.01%,0.02%,0.03%,0.40%,0.01%,0.03%,0.04%,0.46%
chr1,12907261,12908578,101060301,21,49,77,1176,6,13,22,204,1317,0.01%,0.02%,0.04%,0.58%,0.03%,0.06%,0.10%,0.96%
chr1,12907261,12908578,649330,21,49,77,1176,6,13,22,204,1317,0.01%,0.02%,0.04%,0.58%,0.03%,0.06%,0.10%,0.96%
chr1,12907261,12908578,440563,21,49,77,1176,6,13,22,204,1317,0.01%,0.02%,0.04%,0.58%,0.03%,0.06%,0.10%,0.96%
chr1,12907261,12908578,343069,21,49,77,1176,6,13,22,204,1317,0.01%,0.02%,0.04%,0.58%,0.03%,0.06%,0.10%,0.96%
chr16,57576333,57625593,221188,26,62,113,1098,4,8,12,282,49260,0.01%,0.02%,0.05%,0.44%,0.01%,0.01%,0.02%,0.41%
chr9,140114707,140116033,727800,21,47,66,628,1,7,6,61,1326,0.01%,0.02%,0.03%,0.31%,0.00%,0.03%,0.03%,0.29%
chr18,9546789,9615238,9989,28,87,145,1217,9,25,41,379,68449,0.01%,0.03%,0.05%,0.45%,0.01%,0.03%,0.05%,0.43%
chr20,42543504,42698256,84969,37,86,150,1354,22,39,66,679,154752,0.01%,0.02%,0.04%,0.38%,0.01%,0.02%,0.04%,0.39%
chr20,62737173,62738524,2832,21,50,77,715,1,6,9,87,1351,0.01%,0.02%,0.04%,0.36%,0.00%,0.03%,0.04%,0.41%
chr15,55632230,55700708,9236,28,54,77,1037,14,22,26,380,68478,0.01%,0.02%,0.03%,0.39%,0.02%,0.02%,0.03%,0.43%
chr10,90965694,90967071,9023,21,48,70,765,1,3,4,68,1377,0.01%,0.02%,0.03%,0.38%,0.00%,0.01%,0.02%,0.32%
chr18,74690783,74845639,4155,37,125,221,1919,22,78,146,969,154856,0.01%,0.04%,0.06%,0.54%,0.01%,0.04%,0.08%,0.55%
chr16,56672578,56673999,4489,21,72,128,1058,3,10,15,131,1421,0.01%,0.04%,0.06%,0.53%,0.01%,0.05%,0.07%,0.61%
