ENTREZ,CHR,START,STOP,Gene_Size,r01_100kb_count,r03_100kb_count,r05_100kb_count,unpruned_100kb_count,r01_10kb_count,r03_10kb_count,r05_10kb_count,unpruned_10kb_count,r01_100kb_ratio,r03_100kb_ratio,r05_100kb_ratio,unpruned_100kb_ratio,r01_10kb_ratio,r03_10kb_ratio,r05_10kb_ratio,unpruned_10kb_ratio
81572,chr20,30532758,30539895,7137,9,31,46,499,0,0,1,44,0.13%,0.43%,0.64%,6.99%,0.00%,0.00%,0.01%,0.62%
64581,chr12,10269376,10282857,13481,17,42,81,926,1,5,14,154,0.13%,0.31%,0.60%,6.87%,0.01%,0.04%,0.10%,1.14%
284338,chr19,42806250,42814973,8723,11,15,26,328,0,0,1,41,0.13%,0.17%,0.30%,3.76%,0.00%,0.00%,0.01%,0.47%
644994,chr5,171212876,171221602,8726,11,36,54,671,2,8,10,116,0.13%,0.41%,0.62%,7.69%,0.02%,0.09%,0.11%,1.33%
112611,chr6,83903098,83908651,5553,7,15,24,491,0,3,7,66,0.13%,0.27%,0.43%,8.84%,0.00%,0.05%,0.13%,1.19%
440503,chr19,4522543,4535236,12693,16,46,81,1015,1,7,14,148,0.13%,0.36%,0.64%,8.00%,0.01%,0.06%,0.11%,1.17%
4485,chr3,49721380,49726934,5554,7,22,32,380,1,1,2,37,0.13%,0.40%,0.58%,6.84%,0.02%,0.02%,0.04%,0.67%
527,chr16,2563871,2570219,6348,8,14,24,343,0,0,0,36,0.13%,0.22%,0.38%,5.40%,0.00%,0.00%,0.00%,0.57%
26330,chr19,36024314,36036218,11904,15,56,87,724,3,9,13,111,0.13%,0.47%,0.73%,6.08%,0.03%,0.08%,0.11%,0.93%
84945,chr13,108870727,108886603,15876,20,54,87,816,1,6,8,120,0.13%,0.34%,0.55%,5.14%,0.01%,0.04%,0.05%,0.76%
115703,chr19,36265434,36279724,14290,18,40,65,674,3,6,12,120,0.13%,0.28%,0.45%,4.72%,0.02%,0.04%,0.08%,0.84%
7283,chr17,40761694,40767252,5558,7,20,32,444,0,2,2,52,0.13%,0.36%,0.58%,7.99%,0.00%,0.04%,0.04%,0.94%
29089,chr1,202300785,202311108,10323,13,24,33,470,2,6,6,62,0.13%,0.23%,0.32%,4.55%,0.02%,0.06%,0.06%,0.60%
4718,chr11,77779350,77791265,11915,15,50,76,958,0,3,7,142,0.13%,0.42%,0.64%,8.04%,0.00%,0.03%,0.06%,1.19%
5732,chr14,52781023,52795324,14301,18,48,69,974,3,10,11,165,0.13%,0.34%,0.48%,6.81%,0.02%,0.07%,0.08%,1.15%
8882,chr11,116648436,116658766,10330,13,45,82,885,1,7,10,100,0.13%,0.44%,0.79%,8.57%,0.01%,0.07%,0.10%,0.97%
3553,chr2,113587328,113594480,7152,9,33,45,586,1,2,6,65,0.13%,0.46%,0.63%,8.19%,0.01%,0.03%,0.08%,0.91%
8742,chr17,7452208,7464925,12717,16,43,77,802,1,7,11,126,0.13%,0.34%,0.61%,6.31%,0.01%,0.06%,0.09%,0.99%
12,chr14,95058395,95090983,32588,41,113,176,1321,10,26,41,326,0.13%,0.35%,0.54%,4.05%,0.03%,0.08%,0.13%,1.00%
152015,chr3,125687987,125702297,14310,18,57,85,1070,2,4,9,114,0.13%,0.40%,0.59%,7.48%,0.01%,0.03%,0.06%,0.80%
10205,chr11,118124118,118135251,11133,14,35,49,764,3,6,8,150,0.13%,0.31%,0.44%,6.86%,0.03%,0.05%,0.07%,1.35%
23404,chr9,133569108,133580248,11140,14,39,58,775,4,8,9,107,0.13%,0.35%,0.52%,6.96%,0.04%,0.07%,0.08%,0.96%
116441,chr3,149036285,149052201,15916,20,59,105,894,4,9,20,126,0.13%,0.37%,0.66%,5.62%,0.03%,0.06%,0.13%,0.79%
79755,chr17,80787311,80798454,11143,14,44,73,956,1,5,12,146,0.13%,0.39%,0.66%,8.58%,0.01%,0.04%,0.11%,1.31%
4322,chr11,102813724,102826463,12739,16,42,75,710,1,5,12,99,0.13%,0.33%,0.59%,5.57%,0.01%,0.04%,0.09%,0.78%
253639,chr3,40547483,40560227,12744,16,19,22,590,3,4,4,72,0.13%,0.15%,0.17%,4.63%,0.02%,0.03%,0.03%,0.56%
2086,chr7,64451187,64467121,15934,20,34,46,911,1,3,6,162,0.13%,0.21%,0.29%,5.72%,0.01%,0.02%,0.04%,1.02%
100431172,chr12,10034088,10048432,14344,18,52,69,939,3,6,9,133,0.13%,0.36%,0.48%,6.55%,0.02%,0.04%,0.06%,0.93%
78986,chr8,33448856,33457624,8768,11,20,27,689,2,2,2,77,0.13%,0.23%,0.31%,7.86%,0.02%,0.02%,0.02%,0.88%
51259,chr11,61159159,61166335,7176,9,10,12,438,2,2,2,45,0.13%,0.14%,0.17%,6.10%,0.03%,0.03%,0.03%,0.63%
147658,chr19,52932440,52955568,23128,29,76,118,1300,8,14,18,323,0.13%,0.33%,0.51%,5.62%,0.03%,0.06%,0.08%,1.40%
51053,chr6,24775159,24786327,11168,14,49,69,838,2,5,5,106,0.13%,0.44%,0.62%,7.50%,0.02%,0.04%,0.04%,0.95%
462,chr1,173872947,173886516,13569,17,23,30,540,2,4,5,98,0.13%,0.17%,0.22%,3.98%,0.01%,0.03%,0.04%,0.72%
153527,chr5,140078265,140086248,7983,10,22,34,700,0,1,2,78,0.13%,0.28%,0.43%,8.77%,0.00%,0.01%,0.03%,0.98%
93408,chr7,101256605,101272576,15971,20,53,78,932,2,7,10,164,0.13%,0.33%,0.49%,5.84%,0.01%,0.04%,0.06%,1.03%
338094,chr1,55074855,55089229,14374,18,55,88,958,2,7,14,151,0.13%,0.38%,0.61%,6.66%,0.01%,0.05%,0.10%,1.05%
79654,chr1,45468212,45477001,8789,11,33,50,640,2,6,8,91,0.13%,0.38%,0.57%,7.28%,0.02%,0.07%,0.09%,1.04%
383,chr6,131894284,131905472,11188,14,28,46,774,1,3,4,66,0.13%,0.25%,0.41%,6.92%,0.01%,0.03%,0.04%,0.59%
127703,chr1,36179476,36185073,5597,7,7,7,379,3,3,3,47,0.13%,0.13%,0.13%,6.77%,0.05%,0.05%,0.05%,0.84%
64847,chr17,48620419,48633213,12794,16,45,78,680,2,7,15,125,0.13%,0.35%,0.61%,5.31%,0.02%,0.05%,0.12%,0.98%
4814,chr9,95883771,95896570,12799,16,42,86,877,2,4,12,146,0.13%,0.33%,0.67%,6.85%,0.02%,0.03%,0.09%,1.14%
729355,chr16,32264040,32267240,3200,4,7,10,260,0,1,1,39,0.13%,0.22%,0.31%,8.13%,0.00%,0.03%,0.03%,1.22%
729264,chr16,32264040,32267240,3200,4,7,10,260,0,1,1,39,0.13%,0.22%,0.31%,8.13%,0.00%,0.03%,0.03%,1.22%
653550,chr16,32264040,32267240,3200,4,7,10,260,0,1,1,39,0.13%,0.22%,0.31%,8.13%,0.00%,0.03%,0.03%,1.22%
24150,chr16,32264040,32267240,3200,4,7,10,260,0,1,1,39,0.13%,0.22%,0.31%,8.13%,0.00%,0.03%,0.03%,1.22%
84287,chr10,99205927,99217127,11200,14,31,42,692,2,3,4,77,0.13%,0.28%,0.38%,6.18%,0.02%,0.03%,0.04%,0.69%
6528,chr19,17982782,18005983,23201,29,64,101,846,8,12,16,169,0.12%,0.28%,0.44%,3.65%,0.03%,0.05%,0.07%,0.73%
729355,chr16,33261515,33264716,3201,4,4,7,98,0,0,0,0,0.12%,0.12%,0.22%,3.06%,0.00%,0.00%,0.00%,0.00%
729264,chr16,33261515,33264716,3201,4,4,7,98,0,0,0,0,0.12%,0.12%,0.22%,3.06%,0.00%,0.00%,0.00%,0.00%
653550,chr16,33261515,33264716,3201,4,4,7,98,0,0,0,0,0.12%,0.12%,0.22%,3.06%,0.00%,0.00%,0.00%,0.00%
24150,chr16,33261515,33264716,3201,4,4,7,98,0,0,0,0,0.12%,0.12%,0.22%,3.06%,0.00%,0.00%,0.00%,0.00%
55040,chr17,48609904,48621111,11207,14,46,77,677,2,5,9,140,0.12%,0.41%,0.69%,6.04%,0.02%,0.04%,0.08%,1.25%
84445,chr10,102756375,102767593,11218,14,40,61,545,3,9,13,96,0.12%,0.36%,0.54%,4.86%,0.03%,0.08%,0.12%,0.86%
10093,chr3,9834179,9849410,15231,19,46,69,687,3,4,6,107,0.12%,0.30%,0.45%,4.51%,0.02%,0.03%,0.04%,0.70%
80347,chr17,40713485,40718295,4810,6,23,33,453,3,6,6,68,0.12%,0.48%,0.69%,9.42%,0.06%,0.12%,0.12%,1.41%
643418,chr10,90521163,90537999,16836,21,50,70,900,8,14,17,167,0.12%,0.30%,0.42%,5.35%,0.05%,0.08%,0.10%,0.99%
645832,chr17,26691290,26700110,8820,11,21,33,573,4,5,5,75,0.12%,0.24%,0.37%,6.50%,0.05%,0.06%,0.06%,0.85%
7448,chr17,26691290,26700110,8820,11,21,33,573,4,5,5,75,0.12%,0.24%,0.37%,6.50%,0.05%,0.06%,0.06%,0.85%
146225,chr16,66613351,66622178,8827,11,20,31,539,0,2,3,77,0.12%,0.23%,0.35%,6.11%,0.00%,0.02%,0.03%,0.87%
2051,chr7,142552792,142568847,16055,20,32,40,775,4,6,9,125,0.12%,0.20%,0.25%,4.83%,0.02%,0.04%,0.06%,0.78%
54951,chr4,47452885,47465736,12851,16,52,93,792,1,5,7,103,0.12%,0.40%,0.72%,6.16%,0.01%,0.04%,0.05%,0.80%
84063,chr19,36346763,36358011,11248,14,35,55,648,1,3,4,73,0.12%,0.31%,0.49%,5.76%,0.01%,0.03%,0.04%,0.65%
55585,chr1,154521053,154531504,10451,13,29,45,516,2,4,6,71,0.12%,0.28%,0.43%,4.94%,0.02%,0.04%,0.06%,0.68%
1982,chr11,10818597,10830657,12060,15,32,55,724,2,3,4,101,0.12%,0.27%,0.46%,6.00%,0.02%,0.02%,0.03%,0.84%
1522,chr20,57570240,57582302,12062,15,40,58,577,3,7,12,106,0.12%,0.33%,0.48%,4.78%,0.02%,0.06%,0.10%,0.88%
402665,chr19,51815102,51833608,18506,23,49,70,854,2,6,13,134,0.12%,0.26%,0.38%,4.61%,0.01%,0.03%,0.07%,0.72%
1915,chr6,74225473,74233520,8047,10,31,41,772,0,4,4,84,0.12%,0.39%,0.51%,9.59%,0.00%,0.05%,0.05%,1.04%
3042,chr16,203891,216767,12876,16,42,57,686,1,7,12,107,0.12%,0.33%,0.44%,5.33%,0.01%,0.05%,0.09%,0.83%
26974,chr19,44886459,44905774,19315,24,52,89,1130,8,15,23,254,0.12%,0.27%,0.46%,5.85%,0.04%,0.08%,0.12%,1.32%
10195,chr3,183960089,183967336,7247,9,20,41,541,0,3,3,62,0.12%,0.28%,0.57%,7.47%,0.00%,0.04%,0.04%,0.86%
197335,chr16,699311,717833,18522,23,58,85,965,1,7,8,141,0.12%,0.31%,0.46%,5.21%,0.01%,0.04%,0.04%,0.76%
338785,chr12,53215194,53228079,12885,16,49,74,1169,3,8,15,127,0.12%,0.38%,0.57%,9.07%,0.02%,0.06%,0.12%,0.99%
338339,chr12,8662071,8674962,12891,16,35,48,740,1,1,5,94,0.12%,0.27%,0.37%,5.74%,0.01%,0.01%,0.04%,0.73%
79090,chr19,45666186,45681495,15309,19,48,78,825,4,7,11,106,0.12%,0.31%,0.51%,5.39%,0.03%,0.05%,0.07%,0.69%
9878,chr14,21944756,21967319,22563,28,69,101,830,2,8,10,135,0.12%,0.31%,0.45%,3.68%,0.01%,0.04%,0.04%,0.60%
3802,chr19,55281263,55295774,14511,18,59,91,768,3,4,6,81,0.12%,0.41%,0.63%,5.29%,0.02%,0.03%,0.04%,0.56%
80789,chr11,62414320,62420774,6454,8,15,19,397,1,3,4,52,0.12%,0.23%,0.29%,6.15%,0.02%,0.05%,0.06%,0.81%
6361,chr16,57438679,57449974,11295,14,32,56,836,0,5,5,140,0.12%,0.28%,0.50%,7.40%,0.00%,0.04%,0.04%,1.24%
388697,chr1,152184558,152196669,12111,15,25,40,673,4,8,13,136,0.12%,0.21%,0.33%,5.56%,0.03%,0.07%,0.11%,1.12%
84935,chr13,31480328,31499709,19381,24,61,102,787,2,9,17,137,0.12%,0.31%,0.53%,4.06%,0.01%,0.05%,0.09%,0.71%
126208,chr19,56598732,56632649,33917,42,125,216,1509,9,14,19,238,0.12%,0.37%,0.64%,4.45%,0.03%,0.04%,0.06%,0.70%
5833,chr17,79858841,79869340,10499,13,29,43,581,1,2,3,43,0.12%,0.28%,0.41%,5.53%,0.01%,0.02%,0.03%,0.41%
5876,chr1,76251879,76260764,8885,11,39,62,949,1,3,7,108,0.12%,0.44%,0.70%,10.68%,0.01%,0.03%,0.08%,1.22%
375686,chr8,145086582,145101933,15351,19,30,39,602,3,5,6,83,0.12%,0.20%,0.25%,3.92%,0.02%,0.03%,0.04%,0.54%
148156,chr19,8920380,8943004,22624,28,60,86,783,1,5,10,147,0.12%,0.27%,0.38%,3.46%,0.00%,0.02%,0.04%,0.65%
130813,chr2,11273179,11286916,13737,17,49,80,873,1,5,12,166,0.12%,0.36%,0.58%,6.36%,0.01%,0.04%,0.09%,1.21%
140735,chr17,56160776,56172897,12121,15,35,54,594,2,4,7,75,0.12%,0.29%,0.45%,4.90%,0.02%,0.03%,0.06%,0.62%
162962,chr19,52657117,52674896,17779,22,53,85,955,5,14,20,154,0.12%,0.30%,0.48%,5.37%,0.03%,0.08%,0.11%,0.87%
5203,chr20,52824386,52844591,20205,25,68,102,1160,7,14,18,238,0.12%,0.34%,0.50%,5.74%,0.03%,0.07%,0.09%,1.18%
83640,chr15,83654959,83659809,4850,6,23,34,567,0,3,4,65,0.12%,0.47%,0.70%,11.69%,0.00%,0.06%,0.08%,1.34%
64779,chr16,86563782,86588841,25059,31,75,141,1311,8,15,25,287,0.12%,0.30%,0.56%,5.23%,0.03%,0.06%,0.10%,1.15%
51004,chr14,74416629,74430373,13744,17,46,64,957,2,3,5,138,0.12%,0.33%,0.47%,6.96%,0.01%,0.02%,0.04%,1.00%
63951,chr9,22446840,22455739,8899,11,32,50,730,3,8,11,102,0.12%,0.36%,0.56%,8.20%,0.03%,0.09%,0.12%,1.15%
255061,chr17,47915671,47925379,9708,12,46,70,521,0,2,2,49,0.12%,0.47%,0.72%,5.37%,0.00%,0.02%,0.02%,0.50%
29882,chr9,140069236,140082989,13753,17,47,67,677,3,9,12,82,0.12%,0.34%,0.49%,4.92%,0.02%,0.07%,0.09%,0.60%
64926,chr19,15562435,15575382,12947,16,37,65,607,2,5,8,75,0.12%,0.29%,0.50%,4.69%,0.02%,0.04%,0.06%,0.58%
7276,chr18,29171689,29178974,7285,9,30,44,620,0,4,4,66,0.12%,0.41%,0.60%,8.51%,0.00%,0.05%,0.05%,0.91%
7381,chr8,97238148,97247862,9714,12,24,38,550,0,2,2,66,0.12%,0.25%,0.39%,5.66%,0.00%,0.02%,0.02%,0.68%
1089,chr19,42125344,42133442,8098,10,26,44,739,3,4,6,109,0.12%,0.32%,0.54%,9.13%,0.04%,0.05%,0.07%,1.35%
339221,chr17,77704681,77716021,11340,14,47,80,750,5,13,20,147,0.12%,0.41%,0.71%,6.61%,0.04%,0.11%,0.18%,1.30%
222487,chr16,57702099,57723975,21876,27,66,112,1031,6,16,32,194,0.12%,0.30%,0.51%,4.71%,0.03%,0.07%,0.15%,0.89%
60681,chr17,39968932,39979465,10533,13,34,53,689,2,3,7,107,0.12%,0.32%,0.50%,6.54%,0.02%,0.03%,0.07%,1.02%
3284,chr1,119957554,119965658,8104,10,25,35,739,1,1,1,96,0.12%,0.31%,0.43%,9.12%,0.01%,0.01%,0.01%,1.18%
116092,chr20,44420576,44440066,19490,24,41,59,993,1,3,7,153,0.12%,0.21%,0.30%,5.09%,0.01%,0.02%,0.04%,0.79%
10476,chr17,73034958,73043080,8122,10,24,41,768,1,2,3,125,0.12%,0.30%,0.50%,9.46%,0.01%,0.02%,0.04%,1.54%
147183,chr17,38904273,38911584,7311,9,40,62,729,2,7,10,90,0.12%,0.55%,0.85%,9.97%,0.03%,0.10%,0.14%,1.23%
80776,chr19,41860326,41870078,9752,12,29,37,519,2,3,4,81,0.12%,0.30%,0.38%,5.32%,0.02%,0.03%,0.04%,0.83%
57085,chr1,11796141,11814859,18718,23,61,93,1001,8,16,22,148,0.12%,0.33%,0.50%,5.35%,0.04%,0.09%,0.12%,0.79%
6508,chr2,220492049,220506702,14653,18,39,54,665,2,3,5,70,0.12%,0.27%,0.37%,4.54%,0.01%,0.02%,0.03%,0.48%
374877,chr19,7557862,7573336,15474,19,45,80,1127,5,8,14,169,0.12%,0.29%,0.52%,7.28%,0.03%,0.05%,0.09%,1.09%
5813,chr5,139487362,139496321,8959,11,24,39,389,0,0,1,28,0.12%,0.27%,0.44%,4.34%,0.00%,0.00%,0.01%,0.31%
6624,chr7,5632439,5646286,13847,17,47,78,944,1,15,23,163,0.12%,0.34%,0.56%,6.82%,0.01%,0.11%,0.17%,1.18%
3249,chr19,35531410,35557475,26065,32,69,108,860,7,15,24,165,0.12%,0.26%,0.41%,3.30%,0.03%,0.06%,0.09%,0.63%
121274,chr12,48733791,48745197,11406,14,41,62,786,2,6,7,90,0.12%,0.36%,0.54%,6.89%,0.02%,0.05%,0.06%,0.79%
1036,chr5,115140430,115152651,12221,15,37,56,868,1,2,5,96,0.12%,0.30%,0.46%,7.10%,0.01%,0.02%,0.04%,0.79%
55702,chr19,4247076,4269087,22011,27,73,105,1086,3,7,9,188,0.12%,0.33%,0.48%,4.93%,0.01%,0.03%,0.04%,0.85%
10039,chr3,51976361,51982883,6522,8,17,29,499,2,3,3,59,0.12%,0.26%,0.44%,7.65%,0.03%,0.05%,0.05%,0.90%
84792,chr7,6369040,6388612,19572,24,47,80,1059,7,11,19,216,0.12%,0.24%,0.41%,5.41%,0.04%,0.06%,0.10%,1.10%
126205,chr19,56459198,56499995,40797,50,156,251,1560,8,25,43,347,0.12%,0.38%,0.62%,3.82%,0.02%,0.06%,0.11%,0.85%
90324,chr19,41816094,41830788,14694,18,37,51,578,1,8,10,83,0.12%,0.25%,0.35%,3.93%,0.01%,0.05%,0.07%,0.56%
55211,chr3,109044988,109056419,11431,14,36,60,859,1,2,4,173,0.12%,0.31%,0.52%,7.51%,0.01%,0.02%,0.03%,1.51%
5260,chr7,56148440,56160689,12249,15,38,65,809,2,7,9,124,0.12%,0.31%,0.53%,6.60%,0.02%,0.06%,0.07%,1.01%
79872,chr7,107384142,107402112,17970,22,61,81,778,0,7,8,97,0.12%,0.34%,0.45%,4.33%,0.00%,0.04%,0.04%,0.54%
100133267,chr8,12168471,12175825,7354,9,19,25,237,0,2,3,54,0.12%,0.26%,0.34%,3.22%,0.00%,0.03%,0.04%,0.73%
245940,chr8,12168471,12175825,7354,9,19,25,237,0,2,3,54,0.12%,0.26%,0.34%,3.22%,0.00%,0.03%,0.04%,0.73%
5816,chr22,37196728,37215523,18795,23,62,89,836,5,18,26,169,0.12%,0.33%,0.47%,4.45%,0.03%,0.10%,0.14%,0.90%
3952,chr7,127881337,127897681,16344,20,51,75,694,5,9,11,117,0.12%,0.31%,0.46%,4.25%,0.03%,0.06%,0.07%,0.72%
9550,chr9,117350026,117360653,10627,13,48,71,1013,2,9,11,128,0.12%,0.45%,0.67%,9.53%,0.02%,0.08%,0.10%,1.20%
1468,chr17,79670401,79687569,17168,21,46,73,931,6,13,21,199,0.12%,0.27%,0.43%,5.42%,0.03%,0.08%,0.12%,1.16%
1414,chr22,26995242,27014052,18810,23,61,108,953,1,3,8,133,0.12%,0.32%,0.57%,5.07%,0.01%,0.02%,0.04%,0.71%
56301,chr19,33699570,33716756,17186,21,65,107,880,5,19,22,134,0.12%,0.38%,0.62%,5.12%,0.03%,0.11%,0.13%,0.78%
24144,chr22,26887191,26908471,21280,26,60,88,926,3,9,10,159,0.12%,0.28%,0.41%,4.35%,0.01%,0.04%,0.05%,0.75%
5670,chr19,43568363,43587197,18834,23,72,122,1358,3,14,26,300,0.12%,0.38%,0.65%,7.21%,0.02%,0.07%,0.14%,1.59%
347273,chr9,103340361,103350188,9827,12,29,44,649,2,2,4,110,0.12%,0.30%,0.45%,6.60%,0.02%,0.02%,0.04%,1.12%
57095,chr1,24104895,24114722,9827,12,24,33,530,0,0,0,39,0.12%,0.24%,0.34%,5.39%,0.00%,0.00%,0.00%,0.40%
126123,chr19,50655805,50666452,10647,13,41,55,764,0,2,7,92,0.12%,0.39%,0.52%,7.18%,0.00%,0.02%,0.07%,0.86%
2261,chr4,1795034,1810599,15565,19,39,63,732,5,12,14,135,0.12%,0.25%,0.40%,4.70%,0.03%,0.08%,0.09%,0.87%
11344,chr3,52262626,52273276,10650,13,20,32,396,0,3,6,60,0.12%,0.19%,0.30%,3.72%,0.00%,0.03%,0.06%,0.56%
284541,chr1,47603107,47615413,12306,15,31,42,882,1,1,5,177,0.12%,0.25%,0.34%,7.17%,0.01%,0.01%,0.04%,1.44%
1579,chr1,47603107,47615413,12306,15,31,42,882,1,1,5,177,0.12%,0.25%,0.34%,7.17%,0.01%,0.01%,0.04%,1.44%
284541,chr1,47394849,47407156,12307,15,20,28,834,5,5,7,157,0.12%,0.16%,0.23%,6.78%,0.04%,0.04%,0.06%,1.28%
1579,chr1,47394849,47407156,12307,15,20,28,834,5,5,7,157,0.12%,0.16%,0.23%,6.78%,0.04%,0.04%,0.06%,1.28%
84286,chr4,926175,952444,26269,32,74,111,1009,2,8,11,162,0.12%,0.28%,0.42%,3.84%,0.01%,0.03%,0.04%,0.62%
1591,chr20,52769988,52790512,20524,25,78,118,1208,3,17,31,230,0.12%,0.38%,0.57%,5.89%,0.01%,0.08%,0.15%,1.12%
1762,chr19,46286205,46296060,9855,12,37,60,669,3,5,7,68,0.12%,0.38%,0.61%,6.79%,0.03%,0.05%,0.07%,0.69%
5479,chr15,64448011,64455404,7393,9,18,26,483,1,2,4,63,0.12%,0.24%,0.35%,6.53%,0.01%,0.03%,0.05%,0.85%
2978,chr6,42123144,42147794,24650,30,76,116,986,8,16,25,221,0.12%,0.31%,0.47%,4.00%,0.03%,0.06%,0.10%,0.90%
125,chr4,100226121,100242558,16437,20,58,84,1002,2,8,14,126,0.12%,0.35%,0.51%,6.10%,0.01%,0.05%,0.09%,0.77%
79760,chr19,45582453,45594782,12329,15,38,61,712,2,7,9,145,0.12%,0.31%,0.49%,5.78%,0.02%,0.06%,0.07%,1.18%
10924,chr6,123110315,123130865,20550,25,62,112,983,6,14,24,138,0.12%,0.30%,0.55%,4.78%,0.03%,0.07%,0.12%,0.67%
25840,chr12,51317255,51326300,9045,11,31,44,701,3,6,6,90,0.12%,0.34%,0.49%,7.75%,0.03%,0.07%,0.07%,1.00%
2281,chr2,24272571,24286551,13980,17,38,56,801,4,4,6,120,0.12%,0.27%,0.40%,5.73%,0.03%,0.03%,0.04%,0.86%
79153,chr16,30116131,30125177,9046,11,21,27,364,0,3,5,60,0.12%,0.23%,0.30%,4.02%,0.00%,0.03%,0.06%,0.66%
602,chr19,45250962,45263301,12339,15,46,75,852,2,5,9,131,0.12%,0.37%,0.61%,6.90%,0.02%,0.04%,0.07%,1.06%
374,chr4,75310851,75320726,9875,12,21,29,796,1,2,2,29,0.12%,0.21%,0.29%,8.06%,0.01%,0.02%,0.02%,0.29%
388566,chr19,57078880,57100279,21399,26,64,95,951,6,12,16,189,0.12%,0.30%,0.44%,4.44%,0.03%,0.06%,0.07%,0.88%
10741,chr20,18467184,18477887,10703,13,35,62,869,5,7,10,136,0.12%,0.33%,0.58%,8.12%,0.05%,0.07%,0.09%,1.27%
80263,chr1,117653682,117665209,11527,14,36,55,748,2,3,5,102,0.12%,0.31%,0.48%,6.49%,0.02%,0.03%,0.04%,0.88%
1191,chr8,27454434,27472548,18114,22,44,67,805,4,6,8,117,0.12%,0.24%,0.37%,4.44%,0.02%,0.03%,0.04%,0.65%
54507,chr1,150521884,150533413,11529,14,43,64,656,6,12,16,81,0.12%,0.37%,0.56%,5.69%,0.05%,0.10%,0.14%,0.70%
4588,chr11,1012821,1036706,23885,29,67,97,1021,3,7,12,150,0.12%,0.28%,0.41%,4.27%,0.01%,0.03%,0.05%,0.63%
100134938,chr7,102277472,102283238,5766,7,21,29,273,2,2,2,10,0.12%,0.36%,0.50%,4.73%,0.03%,0.03%,0.03%,0.17%
548644,chr7,102277472,102283238,5766,7,21,29,273,2,2,2,10,0.12%,0.36%,0.50%,4.73%,0.03%,0.03%,0.03%,0.17%
391,chr11,3848208,3862213,14005,17,51,81,797,4,10,20,115,0.12%,0.36%,0.58%,5.69%,0.03%,0.07%,0.14%,0.82%
908,chr7,56119323,56131682,12359,15,37,56,785,2,4,6,103,0.12%,0.30%,0.45%,6.35%,0.02%,0.03%,0.05%,0.83%
51117,chr9,131084815,131096351,11536,14,18,29,583,3,3,3,74,0.12%,0.16%,0.25%,5.05%,0.03%,0.03%,0.03%,0.64%
54780,chr10,123716603,123734732,18129,22,73,104,1047,2,7,8,158,0.12%,0.40%,0.57%,5.78%,0.01%,0.04%,0.04%,0.87%
219995,chr11,60524426,60544205,19779,24,55,73,761,13,26,32,132,0.12%,0.28%,0.37%,3.85%,0.07%,0.13%,0.16%,0.67%
9588,chr1,173446405,173457946,11541,14,30,44,618,0,3,4,72,0.12%,0.26%,0.38%,5.35%,0.00%,0.03%,0.03%,0.62%
64100,chr19,48497908,48528410,30502,37,81,121,1095,13,29,40,373,0.12%,0.27%,0.40%,3.59%,0.04%,0.10%,0.13%,1.22%
120376,chr11,111169565,111179460,9895,12,34,53,812,2,6,10,127,0.12%,0.34%,0.54%,8.21%,0.02%,0.06%,0.10%,1.28%
2648,chr17,40265126,40273376,8250,10,24,36,448,3,5,6,76,0.12%,0.29%,0.44%,5.43%,0.04%,0.06%,0.07%,0.92%
339,chr12,7801996,7818499,16503,20,55,96,1187,3,10,19,217,0.12%,0.33%,0.58%,7.19%,0.02%,0.06%,0.12%,1.31%
23787,chr6,36935917,36954074,18157,22,55,97,970,2,8,17,174,0.12%,0.30%,0.53%,5.34%,0.01%,0.04%,0.09%,0.96%
10901,chr14,24422795,24438488,15693,19,46,83,955,4,6,17,243,0.12%,0.29%,0.53%,6.09%,0.03%,0.04%,0.11%,1.55%
79798,chr16,31469401,31478487,9086,11,33,42,528,0,4,4,51,0.12%,0.36%,0.46%,5.81%,0.00%,0.04%,0.04%,0.56%
8447,chr17,5810,31427,25617,31,85,150,792,6,13,18,167,0.12%,0.33%,0.59%,3.09%,0.02%,0.05%,0.07%,0.65%
6993,chr6,159057506,159065771,8265,10,42,70,851,1,5,7,85,0.12%,0.51%,0.85%,10.30%,0.01%,0.06%,0.08%,1.03%
79961,chr1,111729796,111747157,17361,21,53,78,884,5,11,17,117,0.12%,0.31%,0.45%,5.09%,0.03%,0.06%,0.10%,0.67%
378807,chr1,26517052,26529459,12407,15,43,59,736,5,9,16,117,0.12%,0.35%,0.48%,5.93%,0.04%,0.07%,0.13%,0.94%
6637,chr2,70508494,70520903,12409,15,31,40,593,0,0,1,67,0.12%,0.25%,0.32%,4.78%,0.00%,0.00%,0.01%,0.54%
898,chr19,30302805,30315215,12410,15,47,77,850,0,3,5,107,0.12%,0.38%,0.62%,6.85%,0.00%,0.02%,0.04%,0.86%
4152,chr18,47793252,47808144,14892,18,55,79,878,1,8,11,96,0.12%,0.37%,0.53%,5.90%,0.01%,0.05%,0.07%,0.64%
25940,chr2,33808725,33824449,15724,19,48,81,907,5,11,13,125,0.12%,0.31%,0.52%,5.77%,0.03%,0.07%,0.08%,0.79%
6147,chr17,27046411,27051377,4966,6,12,16,368,0,1,2,50,0.12%,0.24%,0.32%,7.41%,0.00%,0.02%,0.04%,1.01%
3276,chr19,50179043,50192286,13243,16,31,47,634,1,5,6,79,0.12%,0.23%,0.35%,4.79%,0.01%,0.04%,0.05%,0.60%
