Drug_bank,MGI_essential,Haploinsufficient,highPhi,highPLI_Exac,highShet_Cassa,MissenseZ_Samocha,Autosomal_dominant,OMIM_diseasegenes,TF,high_EDS,Olfactory,Clinvar,GWAS_nearest,Universe,eQTL_deficient,Genes_withSNPs_r01_100kb,Genes_withSNPs_r03_100kb,Genes_withSNPs_r05_100kb,Genes_withSNPs_allSNPs_100kb,Genes_withSNPs_r01_10kb,Genes_withSNPs_r03_10kb,Genes_withSNPs_r05_10kb,Genes_withSNPs_all_SNPs_10kb
,,,,,,,,,,,,,,345557,,,,,,,,,
,,,,,,,,,,,,,,345611,,,,,,,,,
,,,,,,,,,,,,,,345630,,,,,,,,,
,,,,,,,,,,,,,,345643,,,,,,,,,
,,,,,,,,,,,,,,345651,,,,,,,,,
,,,,,,,,,,,,,,345757,,,,,,,,,
,,,,,,,,,,,,,,345778,,,,,,,,,
,,,,,,,,,,,,,,345895,,,,,,,,,
,,,,,,,,,,,,,,345930,,,,,,,,,
,,,,,,,,,,,,,,346007,,,,,,,,,
,,,,,,,,,,,,,,346157,,,,,,,,,
,,,,,,,,,,,,,,346171,,,,,,,,,
,,,,,,,,,,,,,,346389,,,,,,,,,
,,,,,,,,,,,,,,346517,,,,,,,,,
,,,,,,,,,,,,,,346525,,,,,,,,,
,,,,,,,,,,,,,,346528,,,,,,,,,
,,,,,,,,,,,,,,346562,,,,,,,,,
,,,,,,,,,,,,,,346606,,,,,,,,,
,,,,,,,,,,,,,,346653,,,,,,,,,
,,,,,,,,,,,,,,346673,,,,,,,,,
,,,,,,,,,,,,,,346689,,,,,,,,,
,,,,,,,,,,,,,,346702,,,,,,,,,
,,,,,,,,,,,,,,347051,,,,,,,,,
,,,,,,,,,,,,,,347088,,,,,,,,,
,,,,,,,,,,,,,,347148,,,,,,,,,
,,,,,,,,,,,,,,347168,,,,,,,,,
,,,,,,,,,,,,,,347169,,,,,,,,,
,,,,,,,,,,,,,,347240,,,,,,,,,
,,,,,,,,,,,,,,347252,,,,,,,,,
,,,,,,,,,,,,,,347273,,,,,,,,,
,,,,,,,,,,,,,,347344,,,,,,,,,
,,,,,,,,,,,,,,347365,,,,,,,,,
,,,,,,,,,,,,,,347404,,,,,,,,,
,,,,,,,,,,,,,,347411,,,,,,,,,
,,,,,,,,,,,,,,347442,,,,,,,,,
,,,,,,,,,,,,,,347454,,,,,,,,,
,,,,,,,,,,,,,,347468,,,,,,,,,
,,,,,,,,,,,,,,347475,,,,,,,,,
,,,,,,,,,,,,,,347487,,,,,,,,,
,,,,,,,,,,,,,,347516,,,,,,,,,
,,,,,,,,,,,,,,347517,,,,,,,,,
,,,,,,,,,,,,,,347527,,,,,,,,,
,,,,,,,,,,,,,,347541,,,,,,,,,
,,,,,,,,,,,,,,347549,,,,,,,,,
,,,,,,,,,,,,,,347688,,,,,,,,,
,,,,,,,,,,,,,,347730,,,,,,,,,
,,,,,,,,,,,,,,347731,,,,,,,,,
,,,,,,,,,,,,,,347732,,,,,,,,,
,,,,,,,,,,,,,,347733,,,,,,,,,
,,,,,,,,,,,,,,347734,,,,,,,,,
,,,,,,,,,,,,,,347735,,,,,,,,,
,,,,,,,,,,,,,,347736,,,,,,,,,
,,,,,,,,,,,,,,347741,,,,,,,,,
,,,,,,,,,,,,,,347744,,,,,,,,,
,,,,,,,,,,,,,,347853,,,,,,,,,
,,,,,,,,,,,,,,347862,,,,,,,,,
,,,,,,,,,,,,,,347902,,,,,,,,,
,,,,,,,,,,,,,,348013,,,,,,,,,
,,,,,,,,,,,,,,348093,,,,,,,,,
,,,,,,,,,,,,,,348094,,,,,,,,,
,,,,,,,,,,,,,,348110,,,,,,,,,
,,,,,,,,,,,,,,348158,,,,,,,,,
,,,,,,,,,,,,,,348174,,,,,,,,,
,,,,,,,,,,,,,,348180,,,,,,,,,
,,,,,,,,,,,,,,348235,,,,,,,,,
,,,,,,,,,,,,,,348262,,,,,,,,,
,,,,,,,,,,,,,,348303,,,,,,,,,
,,,,,,,,,,,,,,348327,,,,,,,,,
,,,,,,,,,,,,,,348378,,,,,,,,,
,,,,,,,,,,,,,,348487,,,,,,,,,
,,,,,,,,,,,,,,348654,,,,,,,,,
,,,,,,,,,,,,,,348751,,,,,,,,,
,,,,,,,,,,,,,,348793,,,,,,,,,
,,,,,,,,,,,,,,348801,,,,,,,,,
,,,,,,,,,,,,,,348807,,,,,,,,,
,,,,,,,,,,,,,,348932,,,,,,,,,
,,,,,,,,,,,,,,348938,,,,,,,,,
,,,,,,,,,,,,,,348980,,,,,,,,,
,,,,,,,,,,,,,,348995,,,,,,,,,
,,,,,,,,,,,,,,349075,,,,,,,,,
,,,,,,,,,,,,,,349136,,,,,,,,,
,,,,,,,,,,,,,,349149,,,,,,,,,
,,,,,,,,,,,,,,349334,,,,,,,,,
,,,,,,,,,,,,,,349565,,,,,,,,,
,,,,,,,,,,,,,,349633,,,,,,,,,
,,,,,,,,,,,,,,349667,,,,,,,,,
,,,,,,,,,,,,,,350383,,,,,,,,,
,,,,,,,,,,,,,,352909,,,,,,,,,
,,,,,,,,,,,,,,352954,,,,,,,,,
,,,,,,,,,,,,,,352999,,,,,,,,,
,,,,,,,,,,,,,,353088,,,,,,,,,
,,,,,,,,,,,,,,353091,,,,,,,,,
,,,,,,,,,,,,,,353116,,,,,,,,,
,,,,,,,,,,,,,,353131,,,,,,,,,
,,,,,,,,,,,,,,353132,,,,,,,,,
,,,,,,,,,,,,,,353133,,,,,,,,,
,,,,,,,,,,,,,,353134,,,,,,,,,
,,,,,,,,,,,,,,353135,,,,,,,,,
,,,,,,,,,,,,,,353137,,,,,,,,,
,,,,,,,,,,,,,,353139,,,,,,,,,
,,,,,,,,,,,,,,353140,,,,,,,,,
,,,,,,,,,,,,,,353141,,,,,,,,,
,,,,,,,,,,,,,,353142,,,,,,,,,
,,,,,,,,,,,,,,353143,,,,,,,,,
,,,,,,,,,,,,,,353144,,,,,,,,,
,,,,,,,,,,,,,,353145,,,,,,,,,
,,,,,,,,,,,,,,353149,,,,,,,,,
,,,,,,,,,,,,,,353164,,,,,,,,,
,,,,,,,,,,,,,,353174,,,,,,,,,
,,,,,,,,,,,,,,353189,,,,,,,,,
,,,,,,,,,,,,,,353219,,,,,,,,,
,,,,,,,,,,,,,,353238,,,,,,,,,
,,,,,,,,,,,,,,353274,,,,,,,,,
,,,,,,,,,,,,,,353288,,,,,,,,,
,,,,,,,,,,,,,,353299,,,,,,,,,
,,,,,,,,,,,,,,353322,,,,,,,,,
,,,,,,,,,,,,,,353323,,,,,,,,,
,,,,,,,,,,,,,,353324,,,,,,,,,
,,,,,,,,,,,,,,353332,,,,,,,,,
,,,,,,,,,,,,,,353333,,,,,,,,,
,,,,,,,,,,,,,,353345,,,,,,,,,
,,,,,,,,,,,,,,353355,,,,,,,,,
,,,,,,,,,,,,,,353376,,,,,,,,,
,,,,,,,,,,,,,,353497,,,,,,,,,
,,,,,,,,,,,,,,353500,,,,,,,,,
,,,,,,,,,,,,,,353513,,,,,,,,,
,,,,,,,,,,,,,,353514,,,,,,,,,
,,,,,,,,,,,,,,359710,,,,,,,,,
,,,,,,,,,,,,,,359787,,,,,,,,,
,,,,,,,,,,,,,,359845,,,,,,,,,
,,,,,,,,,,,,,,359948,,,,,,,,,
,,,,,,,,,,,,,,360023,,,,,,,,,
,,,,,,,,,,,,,,360030,,,,,,,,,
,,,,,,,,,,,,,,360200,,,,,,,,,
,,,,,,,,,,,,,,360203,,,,,,,,,
,,,,,,,,,,,,,,360205,,,,,,,,,
,,,,,,,,,,,,,,360226,,,,,,,,,
,,,,,,,,,,,,,,373156,,,,,,,,,
,,,,,,,,,,,,,,373509,,,,,,,,,
,,,,,,,,,,,,,,373856,,,,,,,,,
,,,,,,,,,,,,,,373863,,,,,,,,,
,,,,,,,,,,,,,,374286,,,,,,,,,
,,,,,,,,,,,,,,374291,,,,,,,,,
,,,,,,,,,,,,,,374308,,,,,,,,,
,,,,,,,,,,,,,,374354,,,,,,,,,
,,,,,,,,,,,,,,374355,,,,,,,,,
,,,,,,,,,,,,,,374378,,,,,,,,,
,,,,,,,,,,,,,,374383,,,,,,,,,
,,,,,,,,,,,,,,374393,,,,,,,,,
,,,,,,,,,,,,,,374395,,,,,,,,,
,,,,,,,,,,,,,,374403,,,,,,,,,
,,,,,,,,,,,,,,374407,,,,,,,,,
,,,,,,,,,,,,,,374454,,,,,,,,,
,,,,,,,,,,,,,,374462,,,,,,,,,
,,,,,,,,,,,,,,374470,,,,,,,,,
,,,,,,,,,,,,,,374569,,,,,,,,,
,,,,,,,,,,,,,,374618,,,,,,,,,
,,,,,,,,,,,,,,374654,,,,,,,,,
,,,,,,,,,,,,,,374655,,,,,,,,,
,,,,,,,,,,,,,,374659,,,,,,,,,
,,,,,,,,,,,,,,374739,,,,,,,,,
,,,,,,,,,,,,,,374768,,,,,,,,,
,,,,,,,,,,,,,,374786,,,,,,,,,
,,,,,,,,,,,,,,374819,,,,,,,,,
,,,,,,,,,,,,,,374860,,,,,,,,,
,,,,,,,,,,,,,,374864,,,,,,,,,
,,,,,,,,,,,,,,374868,,,,,,,,,
,,,,,,,,,,,,,,374872,,,,,,,,,
,,,,,,,,,,,,,,374875,,,,,,,,,
,,,,,,,,,,,,,,374877,,,,,,,,,
,,,,,,,,,,,,,,374879,,,,,,,,,
,,,,,,,,,,,,,,374882,,,,,,,,,
,,,,,,,,,,,,,,374887,,,,,,,,,
,,,,,,,,,,,,,,374897,,,,,,,,,
,,,,,,,,,,,,,,374899,,,,,,,,,
,,,,,,,,,,,,,,374900,,,,,,,,,
,,,,,,,,,,,,,,374907,,,,,,,,,
,,,,,,,,,,,,,,374918,,,,,,,,,
,,,,,,,,,,,,,,374920,,,,,,,,,
,,,,,,,,,,,,,,374928,,,,,,,,,
,,,,,,,,,,,,,,374946,,,,,,,,,
,,,,,,,,,,,,,,374955,,,,,,,,,
,,,,,,,,,,,,,,374969,,,,,,,,,
,,,,,,,,,,,,,,374973,,,,,,,,,
,,,,,,,,,,,,,,374977,,,,,,,,,
,,,,,,,,,,,,,,374986,,,,,,,,,
,,,,,,,,,,,,,,375033,,,,,,,,,
,,,,,,,,,,,,,,375035,,,,,,,,,
,,,,,,,,,,,,,,375056,,,,,,,,,
,,,,,,,,,,,,,,375057,,,,,,,,,
,,,,,,,,,,,,,,375061,,,,,,,,,
,,,,,,,,,,,,,,375189,,,,,,,,,
,,,,,,,,,,,,,,375190,,,,,,,,,
,,,,,,,,,,,,,,375248,,,,,,,,,
,,,,,,,,,,,,,,375287,,,,,,,,,
,,,,,,,,,,,,,,375298,,,,,,,,,
,,,,,,,,,,,,,,375307,,,,,,,,,
,,,,,,,,,,,,,,375316,,,,,,,,,
,,,,,,,,,,,,,,375318,,,,,,,,,
,,,,,,,,,,,,,,375323,,,,,,,,,
,,,,,,,,,,,,,,375337,,,,,,,,,
,,,,,,,,,,,,,,375341,,,,,,,,,
,,,,,,,,,,,,,,375346,,,,,,,,,
,,,,,,,,,,,,,,375387,,,,,,,,,
,,,,,,,,,,,,,,375444,,,,,,,,,
,,,,,,,,,,,,,,375449,,,,,,,,,
,,,,,,,,,,,,,,375484,,,,,,,,,
,,,,,,,,,,,,,,375519,,,,,,,,,
,,,,,,,,,,,,,,375567,,,,,,,,,
,,,,,,,,,,,,,,375593,,,,,,,,,
,,,,,,,,,,,,,,375607,,,,,,,,,
,,,,,,,,,,,,,,375611,,,,,,,,,
,,,,,,,,,,,,,,375612,,,,,,,,,
,,,,,,,,,,,,,,375616,,,,,,,,,
,,,,,,,,,,,,,,375686,,,,,,,,,
,,,,,,,,,,,,,,375704,,,,,,,,,
,,,,,,,,,,,,,,375743,,,,,,,,,
,,,,,,,,,,,,,,375748,,,,,,,,,
,,,,,,,,,,,,,,375757,,,,,,,,,
,,,,,,,,,,,,,,375759,,,,,,,,,
,,,,,,,,,,,,,,375775,,,,,,,,,
,,,,,,,,,,,,,,375790,,,,,,,,,
,,,,,,,,,,,,,,375791,,,,,,,,,
,,,,,,,,,,,,,,376132,,,,,,,,,
,,,,,,,,,,,,,,376267,,,,,,,,,
,,,,,,,,,,,,,,376497,,,,,,,,,
,,,,,,,,,,,,,,376940,,,,,,,,,
,,,,,,,,,,,,,,377007,,,,,,,,,
,,,,,,,,,,,,,,377047,,,,,,,,,
,,,,,,,,,,,,,,377630,,,,,,,,,
,,,,,,,,,,,,,,377677,,,,,,,,,
,,,,,,,,,,,,,,377841,,,,,,,,,
,,,,,,,,,,,,,,378108,,,,,,,,,
,,,,,,,,,,,,,,378708,,,,,,,,,
,,,,,,,,,,,,,,378807,,,,,,,,,
,,,,,,,,,,,,,,378884,,,,,,,,,
,,,,,,,,,,,,,,378925,,,,,,,,,
,,,,,,,,,,,,,,378948,,,,,,,,,
,,,,,,,,,,,,,,378949,,,,,,,,,
,,,,,,,,,,,,,,378950,,,,,,,,,
,,,,,,,,,,,,,,378951,,,,,,,,,
,,,,,,,,,,,,,,386617,,,,,,,,,
,,,,,,,,,,,,,,386618,,,,,,,,,
,,,,,,,,,,,,,,386653,,,,,,,,,
,,,,,,,,,,,,,,386672,,,,,,,,,
,,,,,,,,,,,,,,386674,,,,,,,,,
,,,,,,,,,,,,,,386675,,,,,,,,,
,,,,,,,,,,,,,,386676,,,,,,,,,
,,,,,,,,,,,,,,386677,,,,,,,,,
,,,,,,,,,,,,,,386678,,,,,,,,,
,,,,,,,,,,,,,,386679,,,,,,,,,
,,,,,,,,,,,,,,386680,,,,,,,,,
,,,,,,,,,,,,,,386681,,,,,,,,,
,,,,,,,,,,,,,,386682,,,,,,,,,
,,,,,,,,,,,,,,386683,,,,,,,,,
,,,,,,,,,,,,,,386684,,,,,,,,,
,,,,,,,,,,,,,,386685,,,,,,,,,
,,,,,,,,,,,,,,386724,,,,,,,,,
,,,,,,,,,,,,,,386746,,,,,,,,,
,,,,,,,,,,,,,,387032,,,,,,,,,
,,,,,,,,,,,,,,387082,,,,,,,,,
,,,,,,,,,,,,,,387103,,,,,,,,,
,,,,,,,,,,,,,,387104,,,,,,,,,
,,,,,,,,,,,,,,387119,,,,,,,,,
,,,,,,,,,,,,,,387129,,,,,,,,,
,,,,,,,,,,,,,,387263,,,,,,,,,
,,,,,,,,,,,,,,387264,,,,,,,,,
,,,,,,,,,,,,,,387266,,,,,,,,,
,,,,,,,,,,,,,,387267,,,,,,,,,
,,,,,,,,,,,,,,387273,,,,,,,,,
,,,,,,,,,,,,,,387332,,,,,,,,,
,,,,,,,,,,,,,,387338,,,,,,,,,
,,,,,,,,,,,,,,387357,,,,,,,,,
,,,,,,,,,,,,,,387496,,,,,,,,,
,,,,,,,,,,,,,,387509,,,,,,,,,
,,,,,,,,,,,,,,387521,,,,,,,,,
,,,,,,,,,,,,,,387597,,,,,,,,,
,,,,,,,,,,,,,,387601,,,,,,,,,
,,,,,,,,,,,,,,387638,,,,,,,,,
,,,,,,,,,,,,,,387640,,,,,,,,,
,,,,,,,,,,,,,,387680,,,,,,,,,
,,,,,,,,,,,,,,387694,,,,,,,,,
,,,,,,,,,,,,,,387695,,,,,,,,,
,,,,,,,,,,,,,,387700,,,,,,,,,
,,,,,,,,,,,,,,387707,,,,,,,,,
,,,,,,,,,,,,,,387712,,,,,,,,,
,,,,,,,,,,,,,,387715,,,,,,,,,
,,,,,,,,,,,,,,387718,,,,,,,,,
,,,,,,,,,,,,,,387723,,,,,,,,,
,,,,,,,,,,,,,,387733,,,,,,,,,
,,,,,,,,,,,,,,387748,,,,,,,,,
,,,,,,,,,,,,,,387755,,,,,,,,,
,,,,,,,,,,,,,,387758,,,,,,,,,
,,,,,,,,,,,,,,387763,,,,,,,,,
,,,,,,,,,,,,,,387775,,,,,,,,,
,,,,,,,,,,,,,,387778,,,,,,,,,
,,,,,,,,,,,,,,387787,,,,,,,,,
,,,,,,,,,,,,,,387804,,,,,,,,,
,,,,,,,,,,,,,,387836,,,,,,,,,
,,,,,,,,,,,,,,387837,,,,,,,,,
,,,,,,,,,,,,,,387849,,,,,,,,,
,,,,,,,,,,,,,,387856,,,,,,,,,
,,,,,,,,,,,,,,387882,,,,,,,,,
,,,,,,,,,,,,,,387885,,,,,,,,,
,,,,,,,,,,,,,,387890,,,,,,,,,
,,,,,,,,,,,,,,387893,,,,,,,,,
,,,,,,,,,,,,,,387911,,,,,,,,,
,,,,,,,,,,,,,,387914,,,,,,,,,
,,,,,,,,,,,,,,387921,,,,,,,,,
,,,,,,,,,,,,,,387923,,,,,,,,,
,,,,,,,,,,,,,,387990,,,,,,,,,
,,,,,,,,,,,,,,388015,,,,,,,,,
,,,,,,,,,,,,,,388021,,,,,,,,,
,,,,,,,,,,,,,,388112,,,,,,,,,
,,,,,,,,,,,,,,388115,,,,,,,,,
,,,,,,,,,,,,,,388121,,,,,,,,,
,,,,,,,,,,,,,,388125,,,,,,,,,
,,,,,,,,,,,,,,388135,,,,,,,,,
,,,,,,,,,,,,,,388199,,,,,,,,,
,,,,,,,,,,,,,,388228,,,,,,,,,
,,,,,,,,,,,,,,388272,,,,,,,,,
,,,,,,,,,,,,,,388284,,,,,,,,,
,,,,,,,,,,,,,,388323,,,,,,,,,
,,,,,,,,,,,,,,388324,,,,,,,,,
,,,,,,,,,,,,,,388325,,,,,,,,,
,,,,,,,,,,,,,,388327,,,,,,,,,
,,,,,,,,,,,,,,388333,,,,,,,,,
,,,,,,,,,,,,,,388335,,,,,,,,,
,,,,,,,,,,,,,,388336,,,,,,,,,
,,,,,,,,,,,,,,388341,,,,,,,,,
,,,,,,,,,,,,,,388364,,,,,,,,,
,,,,,,,,,,,,,,388381,,,,,,,,,
,,,,,,,,,,,,,,388389,,,,,,,,,
,,,,,,,,,,,,,,388394,,,,,,,,,
,,,,,,,,,,,,,,388403,,,,,,,,,
,,,,,,,,,,,,,,388419,,,,,,,,,
,,,,,,,,,,,,,,388428,,,,,,,,,
,,,,,,,,,,,,,,388468,,,,,,,,,
,,,,,,,,,,,,,,388512,,,,,,,,,
,,,,,,,,,,,,,,388523,,,,,,,,,
,,,,,,,,,,,,,,388531,,,,,,,,,
,,,,,,,,,,,,,,388533,,,,,,,,,
,,,,,,,,,,,,,,388536,,,,,,,,,
,,,,,,,,,,,,,,388551,,,,,,,,,
,,,,,,,,,,,,,,388552,,,,,,,,,
,,,,,,,,,,,,,,388553,,,,,,,,,
,,,,,,,,,,,,,,388555,,,,,,,,,
,,,,,,,,,,,,,,388558,,,,,,,,,
,,,,,,,,,,,,,,388559,,,,,,,,,
,,,,,,,,,,,,,,388561,,,,,,,,,
,,,,,,,,,,,,,,388564,,,,,,,,,
,,,,,,,,,,,,,,388566,,,,,,,,,
,,,,,,,,,,,,,,388567,,,,,,,,,
,,,,,,,,,,,,,,388569,,,,,,,,,
,,,,,,,,,,,,,,388581,,,,,,,,,
,,,,,,,,,,,,,,388585,,,,,,,,,
,,,,,,,,,,,,,,388588,,,,,,,,,
,,,,,,,,,,,,,,388591,,,,,,,,,
,,,,,,,,,,,,,,388595,,,,,,,,,
,,,,,,,,,,,,,,388610,,,,,,,,,
,,,,,,,,,,,,,,388611,,,,,,,,,
,,,,,,,,,,,,,,388630,,,,,,,,,
,,,,,,,,,,,,,,388633,,,,,,,,,
,,,,,,,,,,,,,,388646,,,,,,,,,
,,,,,,,,,,,,,,388649,,,,,,,,,
,,,,,,,,,,,,,,388650,,,,,,,,,
,,,,,,,,,,,,,,388662,,,,,,,,,
,,,,,,,,,,,,,,388677,,,,,,,,,
,,,,,,,,,,,,,,388695,,,,,,,,,
,,,,,,,,,,,,,,388697,,,,,,,,,
,,,,,,,,,,,,,,388698,,,,,,,,,
,,,,,,,,,,,,,,388701,,,,,,,,,
,,,,,,,,,,,,,,388722,,,,,,,,,
,,,,,,,,,,,,,,388730,,,,,,,,,
,,,,,,,,,,,,,,388743,,,,,,,,,
,,,,,,,,,,,,,,388753,,,,,,,,,
,,,,,,,,,,,,,,388761,,,,,,,,,
,,,,,,,,,,,,,,388789,,,,,,,,,
,,,,,,,,,,,,,,388795,,,,,,,,,
,,,,,,,,,,,,,,388799,,,,,,,,,
,,,,,,,,,,,,,,388818,,,,,,,,,
,,,,,,,,,,,,,,388820,,,,,,,,,
,,,,,,,,,,,,,,388849,,,,,,,,,
,,,,,,,,,,,,,,388886,,,,,,,,,
,,,,,,,,,,,,,,388931,,,,,,,,,
,,,,,,,,,,,,,,388939,,,,,,,,,
,,,,,,,,,,,,,,388946,,,,,,,,,
,,,,,,,,,,,,,,388951,,,,,,,,,
,,,,,,,,,,,,,,388960,,,,,,,,,
,,,,,,,,,,,,,,388962,,,,,,,,,
,,,,,,,,,,,,,,388963,,,,,,,,,
,,,,,,,,,,,,,,388969,,,,,,,,,
,,,,,,,,,,,,,,389015,,,,,,,,,
,,,,,,,,,,,,,,389058,,,,,,,,,
,,,,,,,,,,,,,,389072,,,,,,,,,
,,,,,,,,,,,,,,389073,,,,,,,,,
,,,,,,,,,,,,,,389075,,,,,,,,,
,,,,,,,,,,,,,,389084,,,,,,,,,
,,,,,,,,,,,,,,389090,,,,,,,,,
,,,,,,,,,,,,,,389114,,,,,,,,,
,,,,,,,,,,,,,,389118,,,,,,,,,
,,,,,,,,,,,,,,389119,,,,,,,,,
,,,,,,,,,,,,,,389123,,,,,,,,,
,,,,,,,,,,,,,,389124,,,,,,,,,
,,,,,,,,,,,,,,389125,,,,,,,,,
,,,,,,,,,,,,,,389136,,,,,,,,,
,,,,,,,,,,,,,,389151,,,,,,,,,
,,,,,,,,,,,,,,389152,,,,,,,,,
,,,,,,,,,,,,,,389158,,,,,,,,,
,,,,,,,,,,,,,,389161,,,,,,,,,
,,,,,,,,,,,,,,389170,,,,,,,,,
,,,,,,,,,,,,,,389177,,,,,,,,,
,,,,,,,,,,,,,,389197,,,,,,,,,
,,,,,,,,,,,,,,389203,,,,,,,,,
,,,,,,,,,,,,,,389206,,,,,,,,,
,,,,,,,,,,,,,,389207,,,,,,,,,
,,,,,,,,,,,,,,389208,,,,,,,,,
,,,,,,,,,,,,,,389257,,,,,,,,,
,,,,,,,,,,,,,,389289,,,,,,,,,
,,,,,,,,,,,,,,389320,,,,,,,,,
,,,,,,,,,,,,,,389332,,,,,,,,,
,,,,,,,,,,,,,,389333,,,,,,,,,
,,,,,,,,,,,,,,389336,,,,,,,,,
,,,,,,,,,,,,,,389337,,,,,,,,,
,,,,,,,,,,,,,,389362,,,,,,,,,
,,,,,,,,,,,,,,389376,,,,,,,,,
,,,,,,,,,,,,,,389383,,,,,,,,,
,,,,,,,,,,,,,,389384,,,,,,,,,
,,,,,,,,,,,,,,389396,,,,,,,,,
,,,,,,,,,,,,,,389400,,,,,,,,,
,,,,,,,,,,,,,,389421,,,,,,,,,
,,,,,,,,,,,,,,389432,,,,,,,,,
,,,,,,,,,,,,,,389434,,,,,,,,,
,,,,,,,,,,,,,,389493,,,,,,,,,
,,,,,,,,,,,,,,389524,,,,,,,,,
,,,,,,,,,,,,,,389541,,,,,,,,,
,,,,,,,,,,,,,,389549,,,,,,,,,
,,,,,,,,,,,,,,389558,,,,,,,,,
,,,,,,,,,,,,,,389610,,,,,,,,,
,,,,,,,,,,,,,,389643,,,,,,,,,
,,,,,,,,,,,,,,389649,,,,,,,,,
,,,,,,,,,,,,,,389658,,,,,,,,,
,,,,,,,,,,,,,,389668,,,,,,,,,
,,,,,,,,,,,,,,389677,,,,,,,,,
,,,,,,,,,,,,,,389690,,,,,,,,,
,,,,,,,,,,,,,,389692,,,,,,,,,
,,,,,,,,,,,,,,389730,,,,,,,,,
,,,,,,,,,,,,,,389761,,,,,,,,,
,,,,,,,,,,,,,,389762,,,,,,,,,
,,,,,,,,,,,,,,389763,,,,,,,,,
,,,,,,,,,,,,,,389766,,,,,,,,,
,,,,,,,,,,,,,,389792,,,,,,,,,
,,,,,,,,,,,,,,389799,,,,,,,,,
,,,,,,,,,,,,,,389812,,,,,,,,,
,,,,,,,,,,,,,,389813,,,,,,,,,
,,,,,,,,,,,,,,389816,,,,,,,,,
,,,,,,,,,,,,,,389827,,,,,,,,,
,,,,,,,,,,,,,,389840,,,,,,,,,
,,,,,,,,,,,,,,389852,,,,,,,,,
,,,,,,,,,,,,,,389856,,,,,,,,,
,,,,,,,,,,,,,,389857,,,,,,,,,
,,,,,,,,,,,,,,389860,,,,,,,,,
,,,,,,,,,,,,,,389874,,,,,,,,,
,,,,,,,,,,,,,,389898,,,,,,,,,
,,,,,,,,,,,,,,389941,,,,,,,,,
,,,,,,,,,,,,,,390010,,,,,,,,,
,,,,,,,,,,,,,,390036,,,,,,,,,
,,,,,,,,,,,,,,390037,,,,,,,,,
,,,,,,,,,,,,,,390038,,,,,,,,,
,,,,,,,,,,,,,,390054,,,,,,,,,
,,,,,,,,,,,,,,390058,,,,,,,,,
,,,,,,,,,,,,,,390059,,,,,,,,,
,,,,,,,,,,,,,,390061,,,,,,,,,
,,,,,,,,,,,,,,390063,,,,,,,,,
,,,,,,,,,,,,,,390064,,,,,,,,,
,,,,,,,,,,,,,,390066,,,,,,,,,
,,,,,,,,,,,,,,390067,,,,,,,,,
,,,,,,,,,,,,,,390072,,,,,,,,,
,,,,,,,,,,,,,,390075,,,,,,,,,
,,,,,,,,,,,,,,390077,,,,,,,,,
,,,,,,,,,,,,,,390078,,,,,,,,,
,,,,,,,,,,,,,,390079,,,,,,,,,
,,,,,,,,,,,,,,390081,,,,,,,,,
,,,,,,,,,,,,,,390082,,,,,,,,,
,,,,,,,,,,,,,,390083,,,,,,,,,
,,,,,,,,,,,,,,390084,,,,,,,,,
,,,,,,,,,,,,,,390093,,,,,,,,,
,,,,,,,,,,,,,,390110,,,,,,,,,
,,,,,,,,,,,,,,390113,,,,,,,,,
,,,,,,,,,,,,,,390142,,,,,,,,,
,,,,,,,,,,,,,,390144,,,,,,,,,
,,,,,,,,,,,,,,390148,,,,,,,,,
,,,,,,,,,,,,,,390151,,,,,,,,,
,,,,,,,,,,,,,,390152,,,,,,,,,
,,,,,,,,,,,,,,390154,,,,,,,,,
,,,,,,,,,,,,,,390155,,,,,,,,,
,,,,,,,,,,,,,,390157,,,,,,,,,
,,,,,,,,,,,,,,390162,,,,,,,,,
,,,,,,,,,,,,,,390167,,,,,,,,,
,,,,,,,,,,,,,,390168,,,,,,,,,
,,,,,,,,,,,,,,390174,,,,,,,,,
,,,,,,,,,,,,,,390181,,,,,,,,,
,,,,,,,,,,,,,,390190,,,,,,,,,
,,,,,,,,,,,,,,390191,,,,,,,,,
,,,,,,,,,,,,,,390195,,,,,,,,,
,,,,,,,,,,,,,,390197,,,,,,,,,
,,,,,,,,,,,,,,390199,,,,,,,,,
,,,,,,,,,,,,,,390201,,,,,,,,,
,,,,,,,,,,,,,,390205,,,,,,,,,
,,,,,,,,,,,,,,390212,,,,,,,,,
,,,,,,,,,,,,,,390231,,,,,,,,,
,,,,,,,,,,,,,,390243,,,,,,,,,
,,,,,,,,,,,,,,390245,,,,,,,,,
,,,,,,,,,,,,,,390259,,,,,,,,,
,,,,,,,,,,,,,,390260,,,,,,,,,
,,,,,,,,,,,,,,390261,,,,,,,,,
,,,,,,,,,,,,,,390264,,,,,,,,,
,,,,,,,,,,,,,,390265,,,,,,,,,
,,,,,,,,,,,,,,390271,,,,,,,,,
,,,,,,,,,,,,,,390275,,,,,,,,,
,,,,,,,,,,,,,,390321,,,,,,,,,
,,,,,,,,,,,,,,390323,,,,,,,,,
,,,,,,,,,,,,,,390326,,,,,,,,,
,,,,,,,,,,,,,,390327,,,,,,,,,
,,,,,,,,,,,,,,390429,,,,,,,,,
,,,,,,,,,,,,,,390431,,,,,,,,,
,,,,,,,,,,,,,,390432,,,,,,,,,
,,,,,,,,,,,,,,390433,,,,,,,,,
